filename	model_title	model_url	modelstate	contributor	provider	date	activity_iri	activity_xref	activity_label	complete	inputs	outputs	enablers	locations	causal upstream	causal downstream	part of n BP	MF	BP
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8866405_regulator_RO_0002213_R-ALL-113592_R-HSA-8866405_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-6810472	"Reactome:R-HSA-6810472"	"NUDT13 hydrolyses AP6A to AP4 and ADP"	true	2	2	1	1	0	0	1	pyrophosphatase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73548	"Reactome:R-HSA-73548"	"(d)CMP or UMP + ATP <=> (d)CDP or UDP + ADP (CMPK1)"	true	2	2	1	1	0	0	1	nucleoside monophosphate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8866405_regulator_RO_0002212_R-ALL-110644_R-HSA-8866405_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111804_regulator_RO_0002213_R-ALL-113592_R-HSA-111804_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-504054	"Reactome:R-HSA-504054"	"UTP + glutamine + ATP + H2O => CTP + glutamate + ADP + orthophosphate [CTPS2]"	true	4	5	1	1	0	0	1	CTP synthase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111751	"Reactome:R-HSA-111751"	"NDP + reduced thioredoxin => dNDP + oxidized thioredoxin + H2O"	true	2	3	1	1	2	0	1	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-110137	"Reactome:R-HSA-110137"	"(d)ADP or (d)CDP + ADP <=> (d)AMP or (d)CMP + ATP"	true	2	2	1	1	0	0	1	nucleoside kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73596	"Reactome:R-HSA-73596"	"dCMP + H2O => dUMP + NH4+"	true	3	2	1	1	0	0	1	dCMP deaminase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73605	"Reactome:R-HSA-73605"	"conversion of dUMP to dTMP"	true	2	2	1	1	0	0	1	thymidylate synthase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-71682	"Reactome:R-HSA-71682"	"glutathione (oxidized) + NADPH + H+ => 2 glutathione (reduced) + NADP+"	true	3	2	1	1	0	0	1	glutathione-disulfide reductase (NADPH) activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111804	"Reactome:R-HSA-111804"	"NDP + reduced thioredoxin => dNDP + oxidized thioredoxin + H2O"	true	2	3	1	1	2	0	1	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111742_regulator_RO_0002212_R-ALL-110644_R-HSA-111742_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-74220	"Reactome:R-HSA-74220"	"(d)AMP + ATP <=> (d)ADP + ADP (AK1)"	true	2	2	1	1	0	0	1	adenylate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111751_regulator_RO_0002212_R-ALL-110644_R-HSA-111751_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73666	"Reactome:R-HSA-73666"	"dUTP + H2O => dUMP + pyrophosphate"	true	2	3	1	1	0	0	1	dUTP diphosphatase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111751_regulator_RO_0002213_R-ALL-113592_R-HSA-111751_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-6788798	"Reactome:R-HSA-6788798"	"AK4 phosphorylates (d)NMPs to (d)NDPs"	true	2	2	1	1	0	0	1	nucleoside monophosphate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73635	"Reactome:R-HSA-73635"	"phosphorylation of dUMP or TMP to dUDP or TDP"	true	2	2	1	1	0	0	1	nucleoside monophosphate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-75125	"Reactome:R-HSA-75125"	"(d)CDP or UDP + ADP <=> (d)CMP or UMP + ATP (CMPK1)"	true	2	2	1	1	0	0	1	nucleoside monophosphate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73788	"Reactome:R-HSA-73788"	"(d)GMP + ATP <=> (d)GDP + ADP (GUK1)"	true	2	2	1	1	0	0	1	guanylate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-75126	"Reactome:R-HSA-75126"	"dUDP or TDP + ADP <=> dUMP or TMP + ATP [DTYMK]"	true	2	2	1	1	0	0	1	nucleoside monophosphate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73647	"Reactome:R-HSA-73647"	"UTP + glutamine + ATP + H2O => CTP + glutamate + ADP + orthophosphate [CTPS]"	true	4	5	1	1	0	0	1	CTP synthase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8866405	"Reactome:R-HSA-8866405"	"NDP + reduced glutaredoxin => dNDP + oxidized glutaredoxin + H2O"	true	2	3	1	1	2	0	1	ribonucleoside-diphosphate reductase activity, glutaredoxin disulfide as acceptor 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-110141	"Reactome:R-HSA-110141"	"(d)ADP + ADP <=> (d)AMP + ATP (AK1)"	true	2	2	1	1	0	0	1	adenylate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111742_regulator_RO_0002213_R-ALL-113592_R-HSA-111742_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-110145	"Reactome:R-HSA-110145"	"AMP + ATP <=> ADP + ADP [AK2]"	true	2	1	1	1	0	0	1	adenylate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-482804	"Reactome:R-HSA-482804"	"(d)NDP + ATP <=> (d)NTP + ADP (NME4)"	true	2	2	1	1	0	0	1	nucleoside diphosphate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-6788810	"Reactome:R-HSA-6788810"	"AK6 phosphorylates (d)NMPs to (d)NDPs"	true	2	2	1	1	0	0	1	nucleoside monophosphate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-110133	"Reactome:R-HSA-110133"	"(d)GDP + ADP <=> (d)GMP + ATP (GUK1)"	true	2	2	1	1	0	0	1	guanylate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-482619	"Reactome:R-HSA-482619"	"(d)NDP + ATP <=> (d)NTP + ADP (NME1,2,3)"	true	2	2	1	1	0	0	1	nucleoside diphosphate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-482621	"Reactome:R-HSA-482621"	"(d)NTP + ADP <=> (d)NDP + ATP (NME1,2,3)"	true	2	2	1	1	0	0	1	nucleoside diphosphate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111742	"Reactome:R-HSA-111742"	"NDP + reduced glutaredoxin => dNDP + oxidized glutaredoxin + H2O"	true	2	3	1	1	2	0	1	ribonucleoside-diphosphate reductase activity, glutaredoxin disulfide as acceptor 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73646	"Reactome:R-HSA-73646"	"regeneration of active (reduced) Thioredoxin"	true	3	2	1	1	0	0	1	thioredoxin-disulfide reductase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-9605496	"Reactome:R-HSA-9605496"	"NME6 phosphorylates (d)NDPs to (d)NTPs"	true	2	2	1	1	0	0	1	nucleoside diphosphate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-110138	"Reactome:R-HSA-110138"	"AK5,7,8,9 phosphorylates (d)NMPs to (d)NDPs"	true	2	2	1	1	0	0	1	nucleoside kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-6786257	"Reactome:R-HSA-6786257"	"DCTPP1 hydrolyses 5idCTP"	true	2	3	1	1	0	0	1	dCTP diphosphatase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111804_regulator_RO_0002212_R-ALL-110644_R-HSA-111804_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-6806877	"Reactome:R-HSA-6806877"	"NME1:NME3 heterohexamer, NME2P1 phosphorylate NDPs to NTPs"	true	2	2	1	1	0	0	1	nucleoside diphosphate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111746	"Reactome:R-HSA-111746"	"glutaredoxin (oxidized) + glutathione (reduced) => glutaredoxin (reduced) + glutathione (oxidized)"	true	2	2	1	1	0	0	1	glutathione disulfide oxidoreductase activity 	nucleobase-containing small molecule interconversion 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-482812	"Reactome:R-HSA-482812"	"(d)NTP + ADP <=> (d)NDP + ATP (NME4)"	true	2	2	1	1	0	0	1	nucleoside diphosphate kinase activity 	nucleobase-containing small molecule interconversion 
R-HSA-8850843.ttl	Phosphate bond hydrolysis by NTPDase proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-8850843	development	[https://reactome.org/content/detail/R-HSA-8850843]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8851356	"Reactome:R-HSA-8851356"	"NTPDase5 hydrolyzes nucleoside diphosphates"	true	2	3	1	1	0	0	1	nucleoside-diphosphatase activity 	nucleobase-containing small molecule catabolic process 
R-HSA-8850843.ttl	Phosphate bond hydrolysis by NTPDase proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-8850843	development	[https://reactome.org/content/detail/R-HSA-8850843]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8851110	"Reactome:R-HSA-8851110"	"NTPDase3 hydrolyzes nucleoside triphosphates"	true	2	3	1	1	0	0	1	nucleoside-triphosphatase activity 	nucleobase-containing small molecule catabolic process 
R-HSA-8850843.ttl	Phosphate bond hydrolysis by NTPDase proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-8850843	development	[https://reactome.org/content/detail/R-HSA-8850843]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8851538	"Reactome:R-HSA-8851538"	"NTPDase8 hydrolyzes nucleoside triphosphates"	true	2	3	1	1	0	0	1	nucleoside-triphosphatase activity 	nucleobase-containing small molecule catabolic process 
R-HSA-8850843.ttl	Phosphate bond hydrolysis by NTPDase proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-8850843	development	[https://reactome.org/content/detail/R-HSA-8850843]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8851225	"Reactome:R-HSA-8851225"	"NTPDase4 hydrolyzes nucleoside diphosphates"	true	2	3	1	1	0	0	1	nucleoside-diphosphatase activity 	nucleobase-containing small molecule catabolic process 
R-HSA-8850843.ttl	Phosphate bond hydrolysis by NTPDase proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-8850843	development	[https://reactome.org/content/detail/R-HSA-8850843]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8850846	"Reactome:R-HSA-8850846"	"NTPDase1 hydrolyzes nucleoside triphosphates"	true	2	3	1	1	0	0	1	nucleoside-triphosphatase activity 	nucleobase-containing small molecule catabolic process 
R-HSA-8850843.ttl	Phosphate bond hydrolysis by NTPDase proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-8850843	development	[https://reactome.org/content/detail/R-HSA-8850843]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8851396	"Reactome:R-HSA-8851396"	"NTPDase6 hydrolyzes nucleoside diphosphates"	true	2	3	1	1	0	0	1	nucleoside-diphosphatase activity 	nucleobase-containing small molecule catabolic process 
R-HSA-8850843.ttl	Phosphate bond hydrolysis by NTPDase proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-8850843	development	[https://reactome.org/content/detail/R-HSA-8850843]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8851089	"Reactome:R-HSA-8851089"	"NTPDase2 hydrolyzes nucleoside triphosphates"	true	2	3	1	1	0	0	1	nucleoside-triphosphatase activity 	nucleobase-containing small molecule catabolic process 
R-HSA-8850843.ttl	Phosphate bond hydrolysis by NTPDase proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-8850843	development	[https://reactome.org/content/detail/R-HSA-8850843]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8851550	"Reactome:R-HSA-8851550"	"NTPDase8 hydrolyzes nucleoside diphosphates"	true	2	3	1	1	0	0	1	nucleoside-diphosphatase activity 	nucleobase-containing small molecule catabolic process 
R-HSA-8850843.ttl	Phosphate bond hydrolysis by NTPDase proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-8850843	development	[https://reactome.org/content/detail/R-HSA-8850843]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8851494	"Reactome:R-HSA-8851494"	"NTPDase7 hydrolyzes nucleoside triphosphates"	true	2	3	1	1	0	0	1	nucleoside-triphosphatase activity 	nucleobase-containing small molecule catabolic process 
R-HSA-8850843.ttl	Phosphate bond hydrolysis by NTPDase proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-8850843	development	[https://reactome.org/content/detail/R-HSA-8850843]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8851234	"Reactome:R-HSA-8851234"	"NTPDase4 hydrolyzes nucleoside triphosphates"	true	2	3	1	1	0	0	1	nucleoside-triphosphatase activity 	nucleobase-containing small molecule catabolic process 
R-HSA-8850843.ttl	Phosphate bond hydrolysis by NTPDase proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-8850843	development	[https://reactome.org/content/detail/R-HSA-8850843]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8850854	"Reactome:R-HSA-8850854"	"NTPDase1 hydrolyzes nucleoside diphosphates"	true	2	3	1	1	0	0	1	nucleoside-diphosphatase activity 	nucleobase-containing small molecule catabolic process 
R-HSA-8850843.ttl	Phosphate bond hydrolysis by NTPDase proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-8850843	development	[https://reactome.org/content/detail/R-HSA-8850843]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8851129	"Reactome:R-HSA-8851129"	"NTPDase3 hydrolyzes nucleoside diphosphates"	true	2	3	1	1	0	0	1	nucleoside-diphosphatase activity 	nucleobase-containing small molecule catabolic process 
